Application,Pointers,Void Pointers,Uninitialized Pointers,Smart Pointers,Mallocs,Frees,Implicit Casts from Malloc,Unsafe Functions,Unsafe Casts,Construct from Implicit Cast,Unions,Ref Class Members,Ref Returns,Ref Const Returns,Ref to Deref,Address of Array,2D Arrays
,65,52,27,0,1,1,0,2,22,2,0,0,2,0,0,0,0
,65,52,27,0,1,1,0,2,22,2,0,0,2,0,0,0,0
,119,5,95,0,0,0,0,6,37,20,0,0,0,0,0,0,0
,119,5,95,0,0,0,0,6,37,20,0,0,0,0,0,0,0
,25,0,4,0,0,2,0,23,0,2,0,0,0,0,0,0,0
,25,0,4,0,0,2,0,23,0,2,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,17,0,2,3,0,0,0,0
,0,0,0,0,0,1,0,12,0,17,0,2,3,0,0,0,0
,28,0,9,0,0,1,0,23,0,20,0,0,0,0,0,0,0
,28,0,9,0,0,1,0,23,0,20,0,0,0,0,0,0,0
,8,0,2,1,0,4,0,15,0,6,0,0,0,0,0,0,0
,8,0,2,1,0,4,0,15,0,6,0,0,0,0,0,0,0
,3,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0
,3,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0
,25,0,14,0,0,2,0,21,0,14,0,7,1,0,0,0,0
,25,0,14,0,0,2,0,21,0,14,0,7,1,0,0,0,0
,21,0,3,1,0,5,0,24,0,10,0,1,0,0,0,0,0
,21,0,3,1,0,5,0,24,0,10,0,1,0,0,0,0,0
,5,0,2,0,0,1,0,11,0,2,0,0,0,0,0,0,0
,5,0,2,0,0,1,0,11,0,2,0,0,0,0,0,0,0
,7,0,1,0,0,1,0,11,0,8,0,0,2,0,0,0,0
,7,0,1,0,0,1,0,11,0,8,0,0,2,0,0,0,0
,65,0,13,0,0,1,0,20,0,91,0,18,1,0,0,0,0
,65,0,13,0,0,1,0,20,0,91,0,18,1,0,0,0,0
,36,0,16,0,0,2,0,30,0,4,0,0,0,0,0,0,0
,36,0,16,0,0,2,0,30,0,4,0,0,0,0,0,0,0
,74,0,33,0,0,4,0,23,0,41,0,20,8,0,0,0,0
,74,0,33,0,0,4,0,23,0,41,0,20,8,0,0,0,0
,3,0,1,0,0,1,0,11,0,16,0,0,0,0,0,0,0
,3,0,1,0,0,1,0,11,0,16,0,0,0,0,0,0,0
,70,0,33,0,0,2,0,21,1,52,0,11,1,0,2,0,0
,70,0,33,0,0,2,0,21,1,52,0,11,1,0,2,0,0
,31,5,9,1,0,1,0,19,0,18,0,6,0,0,0,0,0
,31,5,9,1,0,1,0,19,0,18,0,6,0,0,0,0,0
,166,0,135,0,0,2,0,30,4,45,0,2,3,3,1,0,0
,166,0,135,0,0,2,0,30,4,45,0,2,3,3,1,0,0
,8,0,6,0,0,2,0,30,0,2,0,2,0,0,0,0,0
,8,0,6,0,0,2,0,30,0,2,0,2,0,0,0,0,0
,62,0,38,0,0,2,0,29,0,13,0,23,0,0,0,0,0
,62,0,38,0,0,2,0,29,0,13,0,23,0,0,0,0,0
,51,0,43,1,0,2,0,30,0,1,0,3,0,0,0,0,0
,51,0,43,1,0,2,0,30,0,1,0,3,0,0,0,0,0
,18,0,12,0,0,2,0,30,0,6,0,7,0,2,1,0,0
,18,0,12,0,0,2,0,30,0,6,0,7,0,2,1,0,0
,29,0,16,0,0,2,0,30,0,3,0,7,0,3,1,0,0
,29,0,16,0,0,2,0,30,0,3,0,7,0,3,1,0,0
,16,0,12,0,0,2,0,30,0,1,0,0,1,1,0,0,0
,16,0,12,0,0,2,0,30,0,1,0,0,1,1,0,0,0
,0,0,0,0,0,2,0,20,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,2,0,20,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,2,0,15,0,0,0,0,2,0,0,0,0
,0,0,0,0,0,2,0,15,0,0,0,0,2,0,0,0,0
,4,0,0,0,0,2,0,29,0,2,0,1,0,0,0,0,0
,4,0,0,0,0,2,0,29,0,2,0,1,0,0,0,0,0
,17,0,5,1,0,1,0,10,0,18,0,9,6,0,1,0,0
,17,0,5,1,0,1,0,10,0,18,0,9,6,0,1,0,0
,34,0,20,0,0,2,0,30,1,7,0,7,1,0,0,0,0
,34,0,20,0,0,2,0,30,1,7,0,7,1,0,0,0,0
,89,0,50,0,0,2,0,30,9,104,1,10,5,4,0,0,0
,89,0,50,0,0,2,0,30,9,104,1,10,5,4,0,0,0
,20,0,4,0,0,1,0,10,0,21,0,6,2,0,0,0,0
,20,0,4,0,0,1,0,10,0,21,0,6,2,0,0,0,0
,12,0,8,0,0,2,0,29,1,0,0,0,0,1,0,0,0
,12,0,8,0,0,2,0,29,1,0,0,0,0,1,0,0,0
,42,0,39,0,0,2,0,30,0,12,0,2,3,1,0,0,0
,42,0,39,0,0,2,0,30,0,12,0,2,3,1,0,0,0
,5,0,2,1,0,1,0,10,0,1,0,1,0,0,0,0,0
,5,0,2,1,0,1,0,10,0,1,0,1,0,0,0,0,0
,3,0,3,0,0,2,0,22,0,0,0,0,0,0,0,0,0
,3,0,3,0,0,2,0,22,0,0,0,0,0,0,0,0,0
,28,0,24,0,0,2,0,30,0,6,0,1,1,0,0,0,0
,28,0,24,0,0,2,0,30,0,6,0,1,1,0,0,0,0
,36,0,27,0,0,2,0,30,0,4,0,6,0,1,0,0,0
,36,0,27,0,0,2,0,30,0,4,0,6,0,1,0,0,0
,6,0,1,0,0,1,0,12,0,6,0,0,1,0,0,0,0
,6,0,1,0,0,1,0,12,0,6,0,0,1,0,0,0,0
,24,0,6,0,0,2,0,22,0,18,0,6,0,0,0,0,0
,24,0,6,0,0,2,0,22,0,18,0,6,0,0,0,0,0
,32,0,9,2,0,1,0,20,0,25,0,2,0,0,0,0,0
,32,0,9,2,0,1,0,20,0,25,0,2,0,0,0,0,0
,39,0,14,0,0,1,0,10,0,51,0,12,2,0,0,0,0
,39,0,14,0,0,1,0,10,0,51,0,12,2,0,0,0,0
,26,0,7,0,0,1,0,12,0,20,0,0,0,0,0,0,0
,26,0,7,0,0,1,0,12,0,20,0,0,0,0,0,0,0
,17,0,3,0,0,1,0,22,0,21,0,0,1,0,0,0,0
,17,0,3,0,0,1,0,22,0,21,0,0,1,0,0,0,0
,6,0,1,0,0,1,0,20,0,11,0,0,2,0,0,0,0
,6,0,1,0,0,1,0,20,0,11,0,0,2,0,0,0,0
,30,0,7,0,0,1,0,20,0,30,1,5,6,0,0,0,0
,30,0,7,0,0,1,0,20,0,30,1,5,6,0,0,0,0
,2,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,11,0,7,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,11,0,7,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,61,0,30,0,0,1,0,10,0,19,0,3,0,0,1,0,0
,61,0,30,0,0,1,0,10,0,19,0,3,0,0,1,0,0
,35,0,13,0,0,1,0,12,0,48,0,10,7,3,0,0,0
,35,0,13,0,0,1,0,12,0,48,0,10,7,3,0,0,0
,14,0,9,0,0,2,0,21,0,1,0,4,0,0,0,0,0
,14,0,9,0,0,2,0,21,0,1,0,4,0,0,0,0,0
,147,0,98,2,0,2,0,31,6,14,0,17,0,0,0,0,0
,147,0,98,2,0,2,0,31,6,14,0,17,0,0,0,0,0
,30,0,15,1,0,1,0,11,0,28,0,1,3,0,0,0,0
,30,0,15,1,0,1,0,11,0,28,0,1,3,0,0,0,0
,47,0,33,0,0,2,0,30,0,2,0,17,0,0,0,0,0
,47,0,33,0,0,2,0,30,0,2,0,17,0,0,0,0,0
,19,0,5,0,0,1,0,10,0,50,0,0,0,0,0,0,0
,19,0,5,0,0,1,0,10,0,50,0,0,0,0,0,0,0
,4,0,4,0,0,2,0,29,0,0,0,0,0,0,0,0,0
,4,0,4,0,0,2,0,29,0,0,0,0,0,0,0,0,0
,11,0,5,0,0,1,0,20,0,15,0,0,2,0,0,0,0
,11,0,5,0,0,1,0,20,0,15,0,0,2,0,0,0,0
,43,0,23,1,0,5,0,24,0,62,0,8,1,0,0,0,0
,43,0,23,1,0,5,0,24,0,62,0,8,1,0,0,0,0
,44,0,16,1,0,1,0,10,0,16,0,1,5,0,0,0,0
,44,0,16,1,0,1,0,10,0,16,0,1,5,0,0,0,0
,42,0,9,0,0,1,0,20,0,19,0,6,0,0,0,0,0
,42,0,9,0,0,1,0,20,0,19,0,6,0,0,0,0,0
,110,0,36,0,0,4,0,23,0,13,0,12,4,0,6,0,0
,110,0,36,0,0,4,0,23,0,13,0,12,4,0,6,0,0
,39,0,26,0,0,2,0,22,0,1,0,0,1,0,0,0,0
,39,0,26,0,0,2,0,22,0,1,0,0,1,0,0,0,0
,7,0,5,0,0,2,0,22,2,1,0,0,1,1,0,0,0
,7,0,5,0,0,2,0,22,2,1,0,0,1,1,0,0,0
,3,0,2,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,3,0,2,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,8,0,4,0,0,2,0,21,0,2,0,0,0,0,0,0,0
,8,0,4,0,0,2,0,21,0,2,0,0,0,0,0,0,0
,12,0,12,0,0,2,0,21,0,0,0,0,0,0,0,0,0
,12,0,12,0,0,2,0,21,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
,6,0,2,0,0,1,0,10,0,20,0,0,0,0,0,0,0
,6,0,2,0,0,1,0,10,0,20,0,0,0,0,0,0,0
,28,0,12,0,0,1,0,11,0,9,0,7,1,0,0,0,0
,28,0,12,0,0,1,0,11,0,9,0,7,1,0,0,0,0
,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0
,18,0,15,0,0,2,0,29,8,11,0,1,0,0,0,0,0
,18,0,15,0,0,2,0,29,8,11,0,1,0,0,0,0,0
,70,0,18,0,0,1,0,11,0,63,0,2,0,0,0,0,0
,70,0,18,0,0,1,0,11,0,63,0,2,0,0,0,0,0
,31,0,21,1,0,2,0,28,0,4,0,4,2,0,1,0,0
,31,0,21,1,0,2,0,28,0,4,0,4,2,0,1,0,0
,3,0,2,0,0,2,0,28,0,2,0,0,0,0,0,0,0
,3,0,2,0,0,2,0,28,0,2,0,0,0,0,0,0,0
,40,0,18,1,0,2,0,30,0,4,0,2,0,0,1,0,0
,40,0,18,1,0,2,0,30,0,4,0,2,0,0,1,0,0
,71,0,66,0,0,2,0,29,3,28,0,1,0,0,0,0,0
,71,0,66,0,0,2,0,29,3,28,0,1,0,0,0,0,0
,51,0,40,1,0,2,0,30,0,0,0,5,2,0,0,0,0
,51,0,40,1,0,2,0,30,0,0,0,5,2,0,0,0,0
,11,0,3,0,0,2,0,31,0,2,0,0,0,0,0,0,0
,11,0,3,0,0,2,0,31,0,2,0,0,0,0,0,0,0
,37,0,12,0,0,2,0,30,0,3,0,0,0,0,0,0,0
,37,0,12,0,0,2,0,30,0,3,0,0,0,0,0,0,0
,5,0,2,0,0,2,0,30,0,1,0,2,0,0,0,0,0
,5,0,2,0,0,2,0,30,0,1,0,2,0,0,0,0,0
,21,0,8,0,0,1,0,20,0,7,0,5,0,0,1,0,0
,21,0,8,0,0,1,0,20,0,7,0,5,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5,0,2,0,0,0,0,0,0,22,0,0,1,0,0,0,0
,5,0,2,0,0,0,0,0,0,22,0,0,1,0,0,0,0
,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,11,0,11,0,0,0,0,2,19,0,0,0,0,0,0,4,0
,11,0,11,0,0,0,0,2,19,0,0,0,0,0,0,4,0
,1,0,1,0,0,1,0,20,0,0,0,1,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,7,0,2,0,0,1,0,20,0,2,0,0,0,0,0,0,0
,2,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,16,0,6,0,0,6,0,17,0,17,0,0,4,0,0,0,0
,18,0,7,0,0,6,0,17,0,56,0,3,8,0,0,0,0
,22,0,12,1,0,3,0,22,0,8,0,2,0,0,0,0,0
,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,82,0,26,0,0,3,0,22,0,81,0,22,2,0,4,0,0
,4,0,2,0,0,2,0,30,0,5,0,1,0,0,0,0,0
,59,0,24,1,0,4,0,23,4,28,0,7,2,0,4,0,0
,4,0,0,0,0,1,0,23,0,23,0,0,3,0,0,0,0
,41,0,6,0,0,1,0,12,0,25,0,4,6,0,0,0,0
,10,0,5,0,0,2,0,30,0,0,0,0,0,0,0,0,0
,16,0,8,0,0,2,0,39,0,4,0,4,0,0,0,0,0
,22,0,16,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,97,0,45,0,0,1,0,20,0,24,0,0,0,0,0,0,0
,11,0,2,1,0,1,0,20,0,17,0,2,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,11,0,0,0,0,0,0,0
,2,0,0,0,0,1,0,12,0,174,0,0,1,0,0,0,0
,0,0,0,0,0,1,0,12,0,12,0,0,0,0,0,0,0
,31,0,20,1,0,1,0,20,0,3,0,4,5,0,0,0,0
,6,0,2,0,0,1,0,20,0,4,0,4,0,0,0,0,0
,24,0,8,0,0,2,0,30,0,7,0,1,1,0,2,0,0
,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0
,28,0,6,0,0,2,0,30,0,1,0,0,0,0,1,0,0
,14,0,9,1,0,2,0,30,0,7,0,4,0,0,2,0,0
,0,0,0,0,0,1,0,12,0,6,0,0,0,0,0,0,0
,17,0,2,0,0,4,0,23,0,42,0,4,0,0,0,0,0
,8,0,1,0,0,1,0,20,0,8,0,0,0,0,0,0,0
,20,2,20,8,0,1,0,25,0,98,0,7,1,0,0,0,0
,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,63,0,15,0,0,3,0,22,2,69,0,18,5,0,1,0,0
,64,0,34,0,0,8,0,31,0,7,0,6,14,0,0,0,0
,32,0,11,0,0,2,0,21,5,5,0,4,3,0,0,0,0
,20,0,10,0,0,2,0,30,0,8,0,2,3,0,0,0,0
,65,0,17,1,0,1,0,24,0,31,0,5,1,0,0,0,0
,60,0,35,0,0,2,0,30,4,22,0,17,3,0,0,0,0
,2,0,1,2,0,1,0,25,0,13,0,3,1,0,0,0,0
,71,0,25,0,0,5,0,24,0,62,0,18,8,0,1,0,0
,26,0,9,0,0,1,0,27,1,118,0,25,20,6,1,0,1
,67,0,42,1,0,2,0,30,0,45,0,53,2,0,1,0,0
,49,0,16,0,0,2,0,34,0,23,0,19,0,0,0,0,0
,14,0,6,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,87,0,31,2,0,1,0,20,1,57,0,16,5,0,3,0,0
,4,0,2,0,0,3,0,21,0,95,0,8,2,0,0,0,0
,24,0,6,0,0,2,0,21,3,36,0,11,12,0,0,0,0
,6,0,4,0,0,1,0,20,8,11,0,5,2,0,1,0,0
,5,0,3,0,0,2,0,23,0,9,0,1,0,0,0,0,0
,42,0,15,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,1,0,0,0,0,0,0,0
,18,0,4,2,0,3,0,22,0,25,0,6,0,0,0,0,0
,61,0,14,0,0,1,0,20,0,18,0,8,0,0,3,0,0
,13,0,3,0,0,2,0,30,0,10,0,0,0,0,0,0,0
,4,0,2,0,0,2,0,30,0,3,0,0,0,0,0,0,0
,29,0,13,0,0,3,0,22,0,18,0,10,0,0,0,0,0
,9,0,9,0,0,1,0,20,0,18,0,0,0,0,0,0,0
,68,0,45,0,0,2,0,21,3,12,0,12,3,1,0,0,0
,8,0,7,2,0,2,0,36,0,15,0,5,3,0,1,0,0
,16,0,10,0,0,2,0,30,0,7,0,9,2,0,0,0,0
,13,0,11,0,0,2,0,30,0,2,0,2,1,0,1,0,0
,6,0,4,0,0,2,0,22,0,0,0,2,0,0,0,0,0
,26,0,13,0,0,2,0,29,0,1,0,0,0,0,0,0,0
,21,0,12,0,0,2,0,30,0,3,0,1,2,0,1,0,0
,33,0,9,0,0,5,0,24,0,41,0,0,0,0,0,0,0
,240,0,76,0,0,2,0,30,3,58,0,6,2,0,0,0,0
,176,0,71,0,0,3,0,22,0,101,0,15,0,0,1,0,0
,10,0,6,0,0,2,0,29,0,1,0,2,0,0,0,0,0
,50,0,27,0,0,2,0,30,0,8,0,11,6,0,0,0,0
,23,0,3,0,0,1,0,12,0,36,0,6,2,0,0,0,0
,13,0,4,0,0,2,0,24,0,15,0,1,1,0,0,0,0
,65,0,53,0,0,2,0,30,0,16,0,13,1,0,0,0,0
,48,0,15,0,0,1,0,23,3,2935,3,8,10,0,0,0,0
,10,0,2,0,0,1,0,20,0,2,0,1,0,0,0,0,0
,27,0,7,0,0,1,0,20,0,64,0,3,0,0,1,0,0
,3,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,2,0,30,0,2,0,2,0,0,0,0,0
,31,0,14,0,0,1,0,20,0,85,0,10,2,0,0,0,0
,26,0,16,0,0,1,0,24,0,13,0,0,9,0,0,0,0
,1,0,1,0,0,2,0,30,0,0,0,1,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,1,0,0,0,0,0,0,0
,20,0,9,1,0,1,0,20,0,16,0,2,0,0,0,0,0
,19,0,8,0,0,2,0,39,0,9,0,1,2,0,0,0,0
,99,0,58,0,0,2,0,39,0,10,0,0,0,0,0,0,0
,72,0,23,1,0,1,0,20,0,47,0,5,0,0,2,0,0
,44,0,23,2,0,1,0,20,0,67,0,22,10,0,1,0,0
,33,0,18,0,0,2,0,29,0,3,0,0,0,0,0,0,0
,1,0,1,0,0,2,0,29,0,1,0,0,1,0,0,0,0
,4,0,2,0,0,2,0,30,0,1,0,1,0,0,0,0,0
,31,0,15,0,0,5,0,24,2,6,0,13,4,0,1,0,0
,14,0,12,2,0,11,0,30,0,25,0,8,4,0,0,0,0
,35,0,26,0,0,2,0,34,4,5,0,1,4,0,0,0,0
,47,0,7,0,0,1,0,20,0,78,0,3,0,0,0,0,0
,13,0,5,0,0,2,0,30,0,12,0,2,2,4,0,0,0
,22,0,14,0,0,2,0,21,0,12,0,6,1,0,1,0,0
,77,0,25,1,0,8,0,27,0,47,0,13,3,0,2,0,0
,4,0,0,0,0,1,0,12,0,3,0,0,0,0,0,0,0
,73,0,10,1,0,1,0,36,0,125,0,42,1,0,2,0,0
,21,0,12,0,0,1,0,20,0,3,0,1,3,0,1,0,0
,42,0,9,0,0,1,0,20,8,69,1,8,6,0,0,0,0
,5,0,1,0,0,1,0,20,0,16,0,3,0,0,0,0,0
,96,0,39,1,0,1,0,20,2,21,0,3,4,0,0,0,0
,36,0,14,0,0,2,0,34,0,8,0,2,1,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,37,0,22,0,0,2,0,30,0,6,0,0,0,0,0,0,0
,39,0,9,1,0,2,0,21,0,48,0,12,2,0,0,0,0
,10,0,1,0,0,1,0,20,0,7,0,0,0,0,0,0,0
,12,0,3,0,0,1,0,21,0,4,0,0,0,0,0,0,0
,1,0,1,0,0,2,0,30,0,4,0,1,0,0,0,0,0
,5,0,1,0,0,1,0,20,3,10,0,4,0,0,0,0,0
,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,81,0,58,1,0,1,0,26,0,390,0,27,16,2,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,11,0,2,0,0,1,0,10,0,5,0,0,0,0,0,0,0
,142,0,86,0,0,2,0,33,2,33,1,36,20,0,2,0,0
,20,0,7,1,0,1,0,20,0,17,0,4,2,0,0,0,0
,63,0,28,0,0,5,0,25,0,43,0,16,3,0,1,0,0
,3,0,0,0,0,3,0,14,9,43,0,0,0,0,0,0,0
,31,0,25,0,0,2,0,29,0,2,0,0,0,0,0,0,0
,4,0,4,0,0,2,0,29,0,0,0,0,0,2,0,0,0
,20,0,7,0,0,1,0,10,0,27,0,2,1,0,0,0,0
,5,0,4,0,0,2,0,29,0,2,0,0,0,2,0,0,0
,20,0,15,1,0,2,0,30,1,0,0,2,0,0,0,0,0
,12,0,4,0,0,2,0,30,0,4,0,0,0,0,0,0,0
,53,0,30,0,0,2,0,30,0,0,0,5,2,0,0,0,5
,73,0,52,0,0,2,0,30,0,7,0,10,0,0,0,0,0
,0,0,0,0,0,2,0,29,0,0,0,0,2,0,0,0,0
,55,0,23,2,0,1,0,30,2,106,0,17,9,0,2,0,0
,8,0,4,2,0,1,0,30,1,28,0,2,6,0,0,0,0
,45,0,11,1,0,4,0,23,0,43,0,2,1,0,0,0,0
,70,0,37,1,0,2,0,30,24,27,0,17,3,2,0,0,0
,21,0,8,0,0,1,0,20,0,12,0,5,2,0,0,0,0
,23,0,10,0,0,1,0,20,0,21,0,4,8,0,1,0,0
,22,0,14,0,0,2,0,30,0,15,0,4,0,0,0,0,0
,12,0,2,0,0,1,0,20,0,9,0,0,1,0,0,0,0
,3,0,1,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,38,0,12,2,0,3,0,42,5,42,0,9,1,1,0,0,0
,23,0,10,1,0,4,0,23,0,12,0,18,2,0,0,0,0
,21,0,14,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,9,0,5,1,0,6,0,25,6,8,0,4,0,0,0,0,0
,4,0,2,0,0,2,0,30,0,8,0,1,0,0,0,0,0
,13,0,9,2,0,2,0,30,0,0,0,0,2,0,0,0,0
,29,0,15,0,0,3,0,22,0,9,0,9,0,0,6,0,0
,6,0,1,0,0,1,0,20,0,0,0,3,0,0,0,0,0
,24,0,10,0,0,2,0,30,0,2,0,1,0,0,0,0,0
,22,0,11,0,0,1,0,20,0,9,0,1,2,0,1,0,0
,12,0,6,0,0,2,0,21,0,9,0,5,0,2,0,0,0
,119,0,49,0,0,5,0,24,0,20,0,20,3,0,5,0,0
,17,0,9,1,0,3,0,22,0,8,0,9,1,0,0,0,0
,78,0,35,0,0,2,0,30,1,18,0,8,5,1,0,0,0
,0,0,0,0,0,1,0,12,0,10,0,0,0,0,0,0,0
,12,0,6,2,0,1,0,20,0,35,0,0,0,0,0,0,0
,45,0,18,8,0,2,0,27,28,442,0,24,2,0,1,0,0
,1,0,1,0,0,1,0,20,0,0,0,1,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,0,0,1,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,2,0,2,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,7,0,2,0,0,1,0,20,0,2,0,0,0,0,0,0,0
,7,0,2,0,0,1,0,20,0,2,0,0,0,0,0,0,0
,2,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,2,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0
,16,0,6,0,0,6,0,17,0,17,0,0,4,0,0,0,0
,16,0,6,0,0,6,0,17,0,17,0,0,4,0,0,0,0
,18,0,7,0,0,6,0,17,0,56,0,3,8,0,0,0,0
,18,0,7,0,0,6,0,17,0,56,0,3,8,0,0,0,0
,22,0,12,1,0,3,0,22,0,8,0,2,0,0,0,0,0
,22,0,12,1,0,3,0,22,0,8,0,2,0,0,0,0,0
,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,82,0,26,0,0,3,0,22,0,81,0,22,2,0,4,0,0
,82,0,26,0,0,3,0,22,0,81,0,22,2,0,4,0,0
,4,0,2,0,0,2,0,30,0,5,0,1,0,0,0,0,0
,4,0,2,0,0,2,0,30,0,5,0,1,0,0,0,0,0
,59,0,24,1,0,4,0,23,4,28,0,7,2,0,4,0,0
,59,0,24,1,0,4,0,23,4,28,0,7,2,0,4,0,0
,4,0,0,0,0,1,0,23,0,23,0,0,3,0,0,0,0
,4,0,0,0,0,1,0,23,0,23,0,0,3,0,0,0,0
,41,0,6,0,0,1,0,12,0,25,0,4,6,0,0,0,0
,41,0,6,0,0,1,0,12,0,25,0,4,6,0,0,0,0
,10,0,5,0,0,2,0,30,0,0,0,0,0,0,0,0,0
,10,0,5,0,0,2,0,30,0,0,0,0,0,0,0,0,0
,16,0,8,0,0,2,0,39,0,4,0,4,0,0,0,0,0
,16,0,8,0,0,2,0,39,0,4,0,4,0,0,0,0,0
,22,0,16,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,22,0,16,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,97,0,45,0,0,1,0,20,0,24,0,0,0,0,0,0,0
,97,0,45,0,0,1,0,20,0,24,0,0,0,0,0,0,0
,11,0,2,1,0,1,0,20,0,17,0,2,0,0,0,0,0
,11,0,2,1,0,1,0,20,0,17,0,2,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,11,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,11,0,0,0,0,0,0,0
,2,0,0,0,0,1,0,12,0,174,0,0,1,0,0,0,0
,2,0,0,0,0,1,0,12,0,174,0,0,1,0,0,0,0
,0,0,0,0,0,1,0,12,0,12,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,12,0,0,0,0,0,0,0
,31,0,20,1,0,1,0,20,0,3,0,4,5,0,0,0,0
,31,0,20,1,0,1,0,20,0,3,0,4,5,0,0,0,0
,6,0,2,0,0,1,0,20,0,4,0,4,0,0,0,0,0
,6,0,2,0,0,1,0,20,0,4,0,4,0,0,0,0,0
,24,0,8,0,0,2,0,30,0,7,0,1,1,0,2,0,0
